frn,provider_id,holding_company
0006301592,130657,"InterBel Telephone Cooperative, Inc."
0006580518,131413,Uniti Group Inc.
0006662423,131347,The Toledo Telephone Company
0006682983,131011,"PATHWAYZ Communications, Inc."
0006694111,131413,Uniti Group Inc.
0006723936,131250,"Stanton Telecom, Inc."
0006747703,240081,Reinbeck Municipal Telecommunications Utility
0006764575,130065,Arapahoe Telephone Company
0006764948,131223,"Southeast Nebraska Communications, Inc."
0006778914,131216,South Central Rural Telecommunications Cooperative Inc.
0006791602,300034,Communications Management Group LLC
0006796643,130071,"Armstrong Holdings, Inc."
0006801401,130757,Long Lines
0006831713,210101,Xchange Telecom Corp.
0006899793,390116,Taylor Electric Cooperative
0006900716,130269,"Citizens Telephone Company of Hammond NY, Inc."
0006925440,131378,"Future Fiber FinCo, LLC"
0006945950,130403,"T-Mobile USA, Inc."
0006965750,240064,Nelson County Cablevision Corp.
0006993901,190058,"Board of Water, Light & Sinking Fund Commissioners of the City of Dalton, GA"
0007011331,430175,White Cloud Networks
0007023948,131056,Polar Communication Mutual Aid Corporation
0007069867,190101,Community Cable Television Agency of O'Brien County
0007083470,310094,"Arrowhead Electric Cooperative, Inc."
0007096514,130989,Osage Municipal Utilities
0007096639,130889,Nelson Telephone Cooperative
0007117237,370088,PocketiNet Communications Inc.
0007129216,131226,American Broadband Holding Company
0007170475,380013,"Anza Electric Cooperative, Inc."
0007183619,131010,Partner Communications Cooperative
0007196207,130043,Alma Communications Company
0007258973,130794,"NBVDS Investment, LLC"
0007266703,130387,Dakota Central Telecommunications Cooperative
0007282312,130804,Mediacom Communications Corp.
0007299654,270045,Getwireless.net
0007415706,300085,"Tower Bridge Mobile Holdings, LLC"
0007427487,130755,"Logix Communications, LP"
0007435902,170012,"American Samoa Telecom, LLC"
0007452204,130416,Doylestown Telephone Company
0007458805,130140,"Bloomingdale Telephone Company, Inc."
0007472319,300150,"Stratus Networks, Inc."
0007491137,130218,Cedar Falls Municipal Communications Utility
0007494776,130335,"Fidium Holdings, LLC"
0007543713,470016,"City of Norway, Michigan"
0007556152,130150,Brandenburg Communications Corp.
0007566961,131016,"PCC Holdings, Inc."
0007573520,140092,"Twin Valley Management, Inc."
0007630791,190059,"Boycom Cablevision, Inc."
0007635584,250069,Satellite Operations Inc.
0007649882,190308,Cable TV of East Alabama
0007690258,520076,"Delta Communications, LLC"
0007719719,190146,"FastTrack Communications, Inc."
0007734387,130239,"Chequamegon Communications Cooperative, Inc."
0007738446,130996,"US Signal Company, LLC"
0007759517,130425,"Dobson Technologies, Inc."
0007761109,530001,Waitsfield & Champlain Valley Telecom
0007761273,190305,"Quantum Telecommunications, Inc."
0007770084,130742,"Ligonier Telephone Co., Inc."
0007802291,390120,Tennessee Independent Telecom Group LLC
0007864895,130427,"E. Ritter Communications Holdings, Inc."
0007877517,190349,"Syringa Networks, LLC"
0008039323,240062,"Mountain Communications, LLC"
0008064941,440203,"Dialog Telecom, LLC"
0008095655,131167,"Schurz Communications, Inc."
0008113276,130711,"LaHarpe Telephone Company, Inc. (KS)"
0008114050,460060,Norwood Light Department Broadband Division
0008181448,190003,"1stel, Inc."
0008188633,180064,"Web Fire Communications, Inc."
0008197303,170058,Jackson Energy Authority
0008206997,130369,Crown Point Telephone Corporation
0008245839,130079,"Radiate Holdings, LP"
0008267999,130283,City of Windom
0008270738,180012,"City of Elberton, Georgia"
0008288532,130757,Long Lines
0008293649,130037,"All West Communications, Inc."
0008295321,190284,Pacific Data Systems
0008308405,131090,"Range Telephone Cooperative, Inc."
0008343162,131413,Uniti Group Inc.
0008358285,131206,"Smartcom Telephone, LLC"
0008410102,130988,"Orlando Telephone Company, Inc."
0008424194,140001,"Access Cable Television, Inc."
0008437147,130234,Chariton Valley Telephone Corporation
0008437964,130400,"Dell Telephone Cooperative, Inc."
0008460081,131145,S&T Telephone Cooperative Association
0008515595,150316,Socket Telecom LLC
0008538555,370064,KEPS Technologies Inc.
0008590846,460000,"123.Net, Inc."
0008616757,240032,DayStarr LLC
0008669897,130130,Bixby Telephone Company
0008701773,130103,"Beamspeed, LLC"
0008702433,131378,"Future Fiber FinCo, LLC"
0008814782,300005,"Acme Communications, Inc."
0008814816,130385,"D & P Communications, Inc."
0008830846,160127,LICT Corporation
0008845703,130774,"Mahaska Communication Group, LLC"
0009008442,250027,City of Lebanon Utilities
0009118415,130425,"Dobson Technologies, Inc."
0009179409,131073,"Progressive Rural Telephone Co-Op., Inc."
0009180969,130785,Martelle Cooperative Telephone Association
0009234436,130398,Delcambre Telephone Co.
0009254095,320018,Brown Dog Networks LLC
0009260118,460048,"K-Powernet, LLC"
0009281262,131303,"TelAtlantic, Inc."
0009329830,131349,Three River Telco
0009361080,190015,"Aeneas Communications, LLC"
0009405531,130030,"Covington Electric Cooperative, Inc."
0009470766,180032,"Home Town Cable TV, LLC"
0009485921,130487,"Farmers Telephone Company, Inc."
0009558909,190123,"DigitalPath, Inc."
0009568379,410085,Roseau Electric Cooperative
0009572884,130081,"ATN International, Inc."
0009588377,130264,Citizens Telephone Company of Kecksburg
0009598616,300186,ICS Advanced Technologies
0009599770,310018,"CCT Telecommunications, Inc."
0009611385,190506,"Cyber Mesa Computer Systems, Inc."
0009633983,270011,"Alyrica Networks, Inc."
0009635731,190311,Razzolink Inc.
0009700188,130311,"Colorado Valley Telephone Cooperative, Inc."
0009700592,131361,Town of Shrewsbury
0009719931,270024,City of Wyandotte
0009729393,130641,Independence Light and Power
0009764655,130695,Killduff Telephone Company
0009795329,130524,"Ganado Telephone Company, Inc."
0009828450,130856,Griggs County Telephone Company
0009846494,130623,"Hotwire Communications, Ltd."
0009873712,131103,"Reserve Holdings, Inc."
0009923020,480068,"Orion CableSystems, Inc."
0009965104,130784,"Martell Enterprises, Inc."
0010000172,140036,Fort Jennings Telephone Company
0010039147,390027,"Communication Construction Services, Inc."
0010104388,131283,Surry Telephone Membership Corporation
0010211167,160151,"Southeastern Services, Inc."
0010271377,190219,Lafayette City Parish Consolidated Government
0010291540,410084,"Reynolds Media, Inc."
0010322352,460675,Sac and Fox Tribe of the Mississippi in Iowa
0010480093,131167,"Schurz Communications, Inc."
0010480978,190504,Allo Communications LLC
0010522530,460089,"VFN Holdings, Inc."
0010568673,190405,Westfield Gas & Electric
0010601185,190256,Foremost Telecommunications Corporation
0010626414,130705,Kraus Electronics Systems Inc.
0010716884,390073,"Michwave Technologies, Inc."
0010729390,470015,"City of Griffin, Georgia"
0010746295,131106,Reynolds Telephone Company
0010753986,131431,Viola Holding Company
0010763969,190102,Community Telecom Services
0010766228,130500,"First Step Internet, LLC"
0010969780,131397,"UniTek, Inc."
0011119633,130122,Biddeford Internet Corporation
0011125911,131199,Skyline Telephone Membership Corporation
0011167079,400038,"Salsgiver, Inc."
0011210416,131413,Uniti Group Inc.
0011227055,290075,Northwest Open Access Network
0011245867,131226,American Broadband Holding Company
0011272671,131384,Twin Lakes Telephone Cooperative Corporation
0011278702,130233,Chapin Communications Corporation
0011283405,360068,"Pioneer Wireless, Inc."
0011291671,240006,"BalsamWest FiberNET, LLC"
0011394137,450153,Cherokee Cablevision Inc.
0011396082,130986,Oregon Telephone Corporation
0011411097,130908,"New Windsor Communications, Inc."
0011412129,130690,"Atlas Connectivity, LLC"
0011414059,131396,"MTE Holdings, LLC"
0011421815,220071,Vogtmann Engineering Inc.
0011458999,131309,"TeleGuam Holdings, Inc."
0011475738,131191,"Simply Bits, LLC"
0011496445,131394,Evertek Enterprises
0011548526,131026,"Pencor Services, Inc."
0011562717,240109,Montana Internet Corporation
0011574746,140076,"Reasnor Telephone Company, LLC"
0011581931,131378,"Future Fiber FinCo, LLC"
0011585528,131413,Uniti Group Inc.
0011618238,470091,"Benchmark Communications, LLC"
0011679826,160127,LICT Corporation
0011862927,440186,Direct Management Company
0011915014,131486,Wilkes Telephone Membership Corporation
0011928140,130416,Doylestown Telephone Company
0011971553,450041,Designs For Learning
0011987070,131167,"Schurz Communications, Inc."
0012004347,380086,"Network Tool and Die Company, Inc."
0012037123,170025,CMS Internet LLC
0012141842,420187,"Golden Belt Telephone Association, Inc"
0012144150,460631,Nex-Tech Wireless
0012147906,130270,City of Barnesville Municipal Telephone
0012207346,130011,"Adak Eagle Enterprises, LLC"
0012312963,160127,LICT Corporation
0012328621,420110,Rocky Mountain Internet Inc.
0012361036,470021,"Concho Valley Electric Cooperative, Inc."
0012369286,130627,EchoStar Corporation
0012441952,130254,Cincinnati Bell Inc.
0012486437,130254,Cincinnati Bell Inc.
0012527156,130282,City of Wadsworth
0012641163,130226,"Central Oklahoma Telephone Co., LLC"
0012662698,131395,"United Telephone Association, Inc."
0012841458,150290,"Neptuno Media, Inc."
0012882643,131039,Pine Telephone Company
0012981569,390102,"Shawn Barker Construction, Inc."
0012981858,190172,Golden Rain Foundation
0013114699,170066,Monmouth Independence Network
0013127899,131411,"Valley Telephone Cooperative, Inc. (AZ/NM)"
0013169313,130588,"Hardy Telecommunications, Inc."
0013194675,180058,"Com Net, Inc."
0013198767,320118,Inland Development Corporation
0013199104,320118,Inland Development Corporation
0013321211,130126,Bijou Telephone Cooperative Association Inc.
0013350657,131034,Phillips County Telephone Company
0013358395,360030,"Etheric Communications, LLC."
0013395207,130455,Empire Telephone Corporation/North Penn Telephone Company
0013397740,130455,Empire Telephone Corporation/North Penn Telephone Company
0013436944,140092,"Twin Valley Management, Inc."
0013490644,150254,"DoveTel Communications, LLC"
0013501689,460025,Digital Network Access Communications Inc.
0013561303,380080,Mille Lacs Energy Cooperative
0013569280,290123,Fluid-Blu Technologies
0013604616,400026,Jackson Electric Cooperative
0013613161,360103,"WestPAnet, Inc."
0013709282,360055,Morristown Utility System
0013769708,300066,Hunter Communications & Technologies LLC
0013775002,330082,"Washington Broadband, Inc."
0013778857,130741,Liberty Latin America Ltd.
0013866488,130696,"Kinex Telecom, Inc."
0013869250,131400,Unwired Ltd.
0013906821,130044,"Alma Telecom, Inc."
0013921614,190107,ConnectTo Communications Inc.
0014015978,131037,"Pierce Telecommunications, Inc."
0014024640,150120,Mutual Telephone Company (KS)
0014054449,130427,"E. Ritter Communications Holdings, Inc."
0014061097,370151,Aeronet Wireless Broadband LLC
0014067565,130631,"IAMO Communications, Inc."
0014107205,140078,"Royell Communications, Inc."
0014117139,320039,Morrison Global
0014202816,260010,"Concept Communications, LLC"
0014281588,190435,"Citynet, LLC"
0014295679,140043,"Hopi Telecommunications, Inc."
0014319933,130032,"Albion Telephone Company, Inc."
0014363329,240061,Montana Opticom LLC
0014395966,160157,"Zito West Holding, LLC"
0014409924,131413,Uniti Group Inc.
0014426316,410138,"Double Dog Communications, Inc."
0014499438,180048,"Rapid Systems, Inc."
0014531073,220005,"Allied Telecom Group, LLC"
0014532774,131190,"Horizon Communications, Inc."
0014540751,130938,Northeast Iowa Telephone Company
0014642235,131049,"Plains Cooperative Telephone Association, Inc."
0014645576,290042,"Electronic Corporate Pages, Inc."
0014663652,130845,Minburn Telephone Company
0014705602,131128,Roggen Telephone Cooperative Company
0014735781,190304,Pulaski Electric System
0014767164,280010,Borough of Kutztown
0014802524,220016,City of Morganton
0014817035,350042,"Fiber Platform, LLC"
0014817357,350042,"Fiber Platform, LLC"
0014860472,300008,"Airosurf Communications, Inc."
0014860530,130081,"ATN International, Inc."
0014935183,130481,Farmers Mutual Telephone Company (OH)
0014973705,190227,InstarAGF
0015017189,300025,Hilbert Communications LLC
0015024946,130123,"Nevill Holdings, Inc."
0015034358,160103,Allband Communications Cooperative
0015045149,130250,Christensen Communications Company
0015273956,300192,"ITC Broadband Operating, LLC"
0015331689,310026,"Sinch US Holding, Inc."
0015332265,350094,South Valley Internet
0015336449,280001,Cogeco Cable Holdings II Inc.
0015337090,240058,Mid-Hudson Cablevision
0015340417,130569,"Great Plains Communications, Inc."
0015349392,270102,X1 Communications Inc.
0015457351,300078,Windfield Enterprises LLC
0015466766,140018,Cable America Missouri LLC
0015518590,290105,Television Association of Republic
0015534811,130509,"Fort Mojave Telecommunications, Inc."
0015534886,130509,"Fort Mojave Telecommunications, Inc."
0015535271,270027,Columbia Energy LLC
0015555550,130484,Farmers Mutual Telephone Company-Nora Springs
0015561350,130586,Hancock Rural Telephone Corporation
0015573256,260003,Bertram Communications LLC
0015592397,131497,"Wired or Wireless, Inc."
0015616642,250090,Wyoming.Com
0015643182,220073,Mountain West Technologies Corporation
0015656606,170071,"Newmax, LLC"
0015678931,130140,"Bloomingdale Telephone Company, Inc."
0015679053,400130,"Wtechlink, Inc."
0015683816,160160,Hawkeye Topco Holdings LLC
0015696057,410177,S. Bryer Cable TV Corporation
0015753262,190187,"Electric Plant Board of the City of Hopkinsville, Kentucky"
0015798648,190410,"IdeaTek Telcom, LLC"
0015805351,230022,Intermart Inc.
0015817075,410156,Satview Broadband Ltd.
0015881154,310078,"Velocity.Net Communications, Inc."
0015950934,210019,City of Wilson
0015963218,130673,James Valley Cooperative Telephone Company
0015966914,460067,"Precision Data Solutions, LLC"
0015988272,130502,"Five Area Telephone Cooperative, Inc."
0016004012,130982,"Front Range Intermediate Holdings, Inc."
0016004087,230051,Utah Telecommunication Open Infrastructure Agency
0016026965,130492,FDF Communications Co.
0016050122,130802,"McNabb Communications, Inc."
0016051450,150237,City of North Kansas
0016058422,130444,Egyptian Telephone Cooperative Association
0016064842,130634,ICON Technologies Inc.
0016070989,400009,"City of Bardstown, KY"
0016079766,190425,"Sonic Telecom, LLC"
0016079956,220027,"Fourway Computer Products, Inc."
0016081093,160127,LICT Corporation
0016083180,460010,"Blast Communications, Inc."
0016083198,370028,"Consolidated Smart Broadband Systems, LLC"
0016084675,190313,Rebeltec Communications LLC
0016085920,290004,"AtLink Services, LLC"
0016086035,210080,Traer Municipal Utilities
0016087298,300042,"Critical Hub Networks, Inc."
0016087876,150327,"United Electric Cooperative, Inc."
0016094708,130019,"Air Advantage, LLC"
0016095432,290016,"Believe Wireless, LLC"
0016095713,250085,"Wireless Data Net, LLC"
0016096711,250053,"Lobo Internet Services, Ltd."
0016096752,140064,"Defiance Holdings, LLC"
0016098147,160162,"TerraNovaNet, Inc."
0016098931,130059,"Amplex Electric, Inc."
0016099053,190169,"Geneva On-Line, Inc."
0016101453,200019,"Express Dial Internet, Inc."
0016102832,280073,LARIAT
0016123374,310065,"Softcom Internet Communications, Inc."
0016128977,390162,"Planet Networks, Inc."
0016162216,350019,"CASCO Communications, Inc."
0016162661,150336,"Whiz to Coho, Inc."
0016173635,260017,District of Columbia Government/Office of the Chief Technology Officer
0016179855,320127,Safelink Internet
0016194516,130707,La Canada Wireless Association
0016195810,320081,SkyHi Corp.
0016202236,190139,"e-Polk, Inc."
0016210437,390103,"Sierra Nevada Communications, LLC"
0016230526,260052,Succeed.Net
0016237927,130757,Long Lines
0016245581,410077,"Ozborn Communications, LLC"
0016251530,190211,"Joink, LLC"
0016324980,180011,City of Cartersville
0016368920,230062,"Hillbilly Wireless Internet, Inc."
0016379380,400001,Advantage Communications
0016385205,131190,"Horizon Communications, Inc."
0016388589,130915,"Next Metro, LLC"
0016390494,460020,"City of Sherwood, Oregon"
0016419392,130161,Broadband Corp.
0016469306,130279,City of Scottsburg
0016474868,190208,"JB-Nets, LLC"
0016479917,230008,"Computer Office Solutions, Inc./Negia, Inc."
0016509242,130794,"NBVDS Investment, LLC"
0016536344,350036,"Digital Aurora Radio Technologies, LLC"
0016555849,130982,"Front Range Intermediate Holdings, Inc."
0016561649,130962,Nucla-Naturita Telephone Company
0016569485,130269,"Citizens Telephone Company of Hammond NY, Inc."
0016635740,440153,Mobile Communications LLC
0016641185,350117,"Wireless Internet Services, Inc."
0016676249,340042,Karuk Tribe
0016708109,130528,"Gargoyle Technologies, Inc."
0016715682,310040,Gtek Communications
0016753279,460101,"City of Taunton, Massachusetts"
0016829194,200057,"Orcas Online, Inc."
0016852865,240035,"Fast-Air Internet, Inc."
0016873374,290009,ALTIUS Communications LLC
0016893455,300077,"Kansas Broadband Internet, Inc."
0016899015,320090,Complete Computers
0016912354,250003,"360 Communications, LLC (OR & WA)"
0016966806,130741,Liberty Latin America Ltd.
0017059841,430240,CDE Lightband
0017068073,131052,"Planters Rural Telephone Cooperative, Inc."
0017082157,130134,"Blanchard Telephone Association, Inc."
0017117037,210018,"Cherry Capital Connection, LLC"
0017131319,230011,"Cyberdyne Networks, Inc."
0017131830,290091,SmartBurst LLC
0017141102,290031,"Computer Techniques, Inc."
0017146051,130309,COLI Inc.
0017154659,240119,Transtelco Holding
0017159856,300029,Cirra Networks
0017191487,131180,"Shawnee Communications, Inc."
0017194234,131344,Ridgeville Telephone Company
0017194317,130796,McClure Telephone Company
0017225723,131378,"Future Fiber FinCo, LLC"
0017253535,190290,"Peerless Network Holdings, Inc."
0017335381,280063,Veloxnet Inc.
0017348301,210087,Wintek Corporation
0017360827,220066,Seimitsu Corporation
0017361031,410092,Southern California Telephone Company Inc.
0017389735,330062,"Race Telecommunications, Inc."
0017535386,340001,"Valley Telephone Cooperative, Inc. (TX)"
0017631540,520070,Phoenix Communications II LLC
0017633405,260056,Total Highspeed LLC
0017649732,290087,Rural Broadband Network Services LLC
0017678236,290118,Webformix Company
0017742107,130081,"ATN International, Inc."
0017769704,270063,"MontanaSky Networks, Inc."
0017793639,440162,Om Networks
0017809351,130745,Lincolnville Telephone Company
0017851569,130144,"Blue Valley Tele-Communications, Inc."
0017889635,420115,"SkyNet360, LLC"
0017904020,320031,"Country Wireless, LLC"
0017917048,300188,Standing Rock Sioux Tribe
0018039495,300118,Princeton Electric Plant Board
0018057257,131453,Wave Wireless LLC
0018069666,290039,"DMCI Broadband, LLC"
0018079764,310014,"Blue River Networks, Inc."
0018092593,300171,"Visionary Communications, Inc."
0018100230,230050,"USFon, Inc."
0018108621,190103,"Computer Dynamics of NW Illinois, LLC"
0018115626,150323,"TecInfo Communications, LLC"
0018122879,130081,"ATN International, Inc."
0018137133,350091,"Skyrunner, Inc."
0018168377,380064,"KC Web, Inc."
0018177592,360049,"Local TV & Electronics, Inc."
0018184804,220007,BreezeAir Networks LLC
0018202309,300136,SDWISP
0018204859,300116,"Pasty.net, Inc."
0018207738,360067,"Peninsula Fiber Network, LLC"
0018209551,280014,City of Longmont
0018226548,340001,"Valley Telephone Cooperative, Inc. (TX)"
0018231647,130598,Heart of Iowa Communications Cooperative
0018247254,190002,101Netlink
0018269993,370020,"CableSouth Media III, LLC"
0018270504,190312,"RB3, LLC"
0018282137,460014,"Broadband MDU Holdings, LLC"
0018293050,190233,"Hilliary Communications, LLC"
0018293175,320055,"Internet Services, LLC"
0018294934,320084,Small Business Solutions Group LLC
0018326165,250046,Hinson Communications Inc.
0018337253,210092,C&W Communications
0018343814,440159,"Nikola Engineering, Inc."
0018345132,430089,"Project A, Inc."
0018355909,210042,Imagine Networks
0018367177,130535,"Geneseo Communications, Inc."
0018371963,320113,"New Era Broadband, LLC"
0018384420,350018,"Byhalia.net, LLC"
0018421941,130228,"Lumen Technologies, Inc."
0018424077,131113,Ringgold Telephone Company
0018424440,130403,"T-Mobile USA, Inc."
0018425108,150330,"Upward Access, LLC"
0018447276,240014,"CalNeva Broadband, LLC"
0018473223,260062,WVVA.net Inc.
0018483222,190025,America Internet & Communications
0018500694,380173,Valley Internet
0018502286,330071,"Skyweb Networks, Inc."
0018505388,130887,"Nedelco, Inc."
0018505719,420042,ORI.NET LLC
0018506568,131425,Verizon Communications Inc.
0018507392,360129,Zinnia Networks Inc.
0018510859,130445,Electric and Water Plant Board of the City of Frankfort
0018511303,130829,"Mid-States Services, LLC"
0018515676,131255,"StarVision, Inc."
0018515817,130325,Community Internet Service
0018518753,220046,NTInet Inc.
0018519397,130491,Fayetteville Public Utilities
0018520320,350085,"WH i3B Bidco LLC/WH i3B Topco, LLC"
0018521443,220031,"IsoFusion, Inc."
0018525139,300043,Cruzio Internet
0018526087,130581,H&B Enterprises Inc.
0018528893,131060,"TPC ACC Acquisition, LLC"
0018535427,190083,City of Coffeyville
0018538496,131378,"Future Fiber FinCo, LLC"
0018538512,131378,"Future Fiber FinCo, LLC"
0018539593,170047,"GMN Tri-County CAC, Inc."
0018539601,130721,"Laurel Highland Total Communications, Inc."
0018539742,131019,Peace Valley Telephone Company
0018539916,160146,"Ralls Technologies, LLC"
0018540146,130721,"Laurel Highland Total Communications, Inc."
0018540237,190134,"Electric Power Board of Chattanooga, Tennessee"
0018540245,190336,Southern Tier Wireless
0018540914,150249,"DC Access, LLC"
0018547828,131308,"Telefonica International Holding, BV"
0018549063,420025,"CopperNet Systems, Inc."
0018552844,190233,"Hilliary Communications, LLC"
0018555169,270101,"WireFree Communications, Inc."
0018558635,470037,Indian Wells Valley Internet Service Provider
0018562181,260049,SMR Communications
0018562611,130904,"New Lisbon Telephone Company, Inc."
0018562652,190086,City of Holyoke Gas & Electric Department
0018563023,131025,"Penasco Valley Telephone Cooperative, Inc."
0018564179,131463,West Liberty Telephone Company
0018568253,390056,ShastaBeam
0018569533,320114,"TISD, Inc."
0018570812,131401,Upsala Cooperative Telephone Association
0018572933,150266,"Hanson Communications, Inc."
0018573212,190163,"Fulair, LLC"
0018575217,220008,Bayou Cable Inc.
0018575845,530004,"Siteserver, Inc."
0018582064,310067,Surfnet Communications
0018582510,190303,Public Utility District No. 1 of Douglas County
0018583559,460531,"DCM Cable, Inc."
0018583823,131090,"Range Telephone Cooperative, Inc."
0018587436,410172,"Tri-County Telephone Association, Inc. (KS)"
0018587451,410172,"Tri-County Telephone Association, Inc. (KS)"
0018587469,410172,"Tri-County Telephone Association, Inc. (KS)"
0018589432,300172,Wireless Internet Corporation
0018590729,360009,"Mainstream Fiber Networks, LLC"
0018591420,260025,Broadband on Demand LLC
0018591826,150339,"Worldnet Telecommunications, Inc."
0018592253,131394,Evertek Enterprises
0018595660,190080,City of Bellevue
0018600445,190093,Cloud Alliance LLC
0018602995,130287,Clarksville Mutual Telephone Company
0018603084,130437,"Eastern Indiana WIFI, Inc."
0018603969,131009,Park Region Mutual Telephone Company
0018604926,130581,H&B Enterprises Inc.
0018607911,290108,Tnet Broadband Internet
0018610774,320088,"Stratosnet Technologies, Inc."
0018614362,260019,"G5 Internet, LLC"
0018617688,130557,"Grafton Communications, Inc."
0018618207,300159,"Texas CellNet, Inc."
0018626853,130228,"Lumen Technologies, Inc."
0018654335,270051,Aseva LLC
0018675256,130817,"Micrologic, Inc."
0018678110,450172,Wave Internet Technologies LLC
0018683326,310082,WaveLinc Communications LLC
0018706002,130663,"Inventive Wireless of Nebraska, LLC"
0018710160,131129,"CommunityTel, Inc."
0018713800,350051,"iGo Technology, Inc."
0018713982,140030,Fail Telecommunication Corporation
0018714014,140030,Fail Telecommunication Corporation
0018714071,140012,Axiom Technologies
0018735928,131173,Sebastian Enterprises
0018779009,350032,CVIN LLC
0018782045,370063,ISP Management Inc.
0018795013,300181,"BEH Communications, LLC"
0018795427,360105,"NMsurf, Inc."
0018814731,310027,"Conifer Communications, Inc."
0018854935,190508,"Atlantech Online, Inc."
0018879585,131413,Uniti Group Inc.
0018928994,130697,Kingdom Telephone Company
0018932350,190429,Barbourville Utility Commission
0018940627,190501,4 SIWI LLC
0018974584,240017,Chaparral Holding Corporation
0018976985,470102,M3 Wireless
0019012335,330042,Kelly Supply Company
0019015189,300031,City of Monticello
0019019785,350100,Telecom West Inc.
0019027440,130370,Optimum Communications
0019051663,440145,"IP Solutions, Inc."
0019060706,200006,"Blip Networks, LLC"
0019064617,130831,Midvale Telephone Exchange
0019066034,200014,Cogent Communications Group
0019079334,410184,"SP Broadband, Inc."
0019090117,310036,E.L. Automation Inc.
0019156843,410073,North Coast Wireless Communications
0019171842,290079,"Portative Technologies, LLC"
0019219088,300015,City of Bagley
0019225366,130814,"MGW Communications, Inc."
0019238476,430160,South Georgia Governmental Services Authority
0019297043,240041,Google LLC
0019297274,290099,"Taos Net, LLC"
0019368158,360061,"One Ring Networks, Inc."
0019402494,460515,Bitwise Inc.
0019423730,131030,"Peoples Telecommunications, LLC"
0019449925,350093,SOS Communications LLC
0019472653,320057,iWiSP LLC
0019475797,320082,SkyNet Communications of Kentucky LLC
0019482124,220015,"CellTex Networks, LLC"
0019489673,131518,"Yelcot Holding Group, Inc."
0019491562,131378,"Future Fiber FinCo, LLC"
0019496462,290018,Pocomoke Holdings
0019512201,400139,Tongue River Communications
0019525336,131051,Plant Telephone Company
0019556604,410169,Inyo Networks Inc.
0019599901,210001,3 Rooms Communications LLC
0019606276,220031,"IsoFusion, Inc."
0019623834,370101,"Integrated Business Networks, LLC"
0019645746,480062,"Netwitz Internet Services, Inc."
0019646025,530075,"Untangled Technology, LLC"
0019648245,220048,"Netwurx, LLC"
0019653401,130079,"Radiate Holdings, LP"
0019653443,130079,"Radiate Holdings, LP"
0019653450,130079,"Radiate Holdings, LP"
0019653476,130079,"Radiate Holdings, LP"
0019663095,220052,"QCOL, Inc."
0019674191,220078,Crystal Broadband Networks
0019679562,130880,"Myakka Communications, Inc."
0019696202,440128,Connecting Point Computer Center
0019703131,300049,Eastern Shore of Virginia Broadband Authority
0019707637,220028,Full Service Network LP
0019722230,300168,VVD Funding LLC
0019766914,250081,"Urban Communications, Inc."
0019792696,340096,"Mechcom Communications, Inc."
0019834688,130176,"Bulloch County Rural Telephone Cooperative, Inc."
0019850155,400023,"Hudson Technology Solutions, Inc."
0019908896,470039,"Internet Management Services, Inc."
0019954775,310053,New Source Broadband I LLC
0019964311,290058,JMZ Corporation
0019974385,330074,SyncWave LLC
0020056446,260070,Warm Springs Telecommunications Company
0020070504,270096,"Velocity Broadband Internet, Inc."
0020088050,130906,"Nuvera Communications, Inc."
0020089553,220058,Rocky Ridge Wireless
0020090627,400056,"WON Communications, LLC"
0020136552,370015,Bay Country Communications
0020143921,360118,"Good Connections, LLC"
0020152872,350014,"Bays-ET Highspeed, LLC"
0020155164,240046,"Hughes Computer Services, Inc."
0020176699,300057,"Fatbeam Holdings, LLC"
0020198065,130919,Wittenberg Telephone Company
0020198149,130906,"Nuvera Communications, Inc."
0020199584,130074,"Arvig Enterprises, Inc."
0020201364,310096,"VGI Technology, Inc."
0020208500,380095,"On-Ramp Indiana, Inc."
0020260865,260007,City of Burbank/Burbank Water and Power
0020295713,280075,EastSierra.Net
0020298048,131497,"Wired or Wireless, Inc."
0020301743,240038,Frank Howard TV Cable Inc.
0020305868,340076,"Ultimate Internet Access, Inc."
0020306171,380062,"JORP, LLC"
0020316063,270084,TC LLC
0020317855,460002,AirLink Internet Services
0020338323,130124,"Big River Telephone, LLC"
0020372884,370082,Pacific Lightwave Inc.
0020374575,130116,Benton Ridge Telephone Company
0020389763,240044,Highland Communication Services
0020404877,430077,Stanfield Technologies LLC
0020407193,320062,Mojavewifi.com LLC
0020409892,330054,Nez Perce Tribe
0020419446,270061,Maxwire Inc.
0020434767,131302,"Telapex, Inc."
0020444741,130081,"ATN International, Inc."
0020449831,130254,Cincinnati Bell Inc.
0020507190,370075,NewarkNet
0020510475,380138,VEOpoint
0020535944,260010,"Concept Communications, LLC"
0020550232,260042,Roller Network LLC
0020553293,250070,Servpac Inc.
0020568457,310052,"Network Professionals, Inc."
0020585402,300160,"Texhoma Wireless, LLC"
0020591780,230025,"Konceptio Data Services, LLC"
0020610432,230036,"Rebus Communications, LLC"
0020611620,160127,LICT Corporation
0020622171,230056,"Xclutel, LLC"
0020655486,280005,Aureon Network Services Inc.
0020666798,131041,"Pineland Telephone Cooperative, Inc."
0020676490,470078,The Greater Eastern Oregon Network
0020680948,260010,"Concept Communications, LLC"
0020707907,131169,Cypress Break
0020760849,131108,"Smithville Holding Company, Inc."
0020791513,460057,Nisqually Indian Tribe
0020812715,380132,Peoples State Bank
0020820189,131378,"Future Fiber FinCo, LLC"
0020831053,240009,Bolt Internet Inc.
